GeneID	P1_fert_egg	P1_s1_cell	P1_s16_cell	P1_s64_cell	P1_s128_cell	P1_s512_cell	P1_high	P1_oblong	P1_sphere	P1_s30pc_epi	P1_shield	P1_s4_somites	P1_s14_19_somites	P1_prim5	P1_prim25	P1_longPec	P2_fert_egg	P2_s1_cell	P2_s16_cell	P2_s64_cell	P2_s128_cell	P2_s512_cell	P2_high	P2_oblong	P2_sphere	P2_s30pc_epi	P2_shield	P2_s4_somites	P2_s14_19_somites	P2_prim5	P2_prim25	P2_longPec	P1TranscriptID	P2TranscriptID	CDS	CDSType	Cor	CorType
ENSDARG00000098753.1	65.5575619	64.20330967	36.24023235	97.07898749	38.04037943	44.89378381	92.65708273	74.15620958	78.89554426	62.71555023	64.27383011	18.16802015	30.61776072	43.34780105	74.09140342	88.33190484	0	0	0	0	0	0	0	0	0	0	0	0	1.0465098	7.464353153	15.12598673	21.14081276	ENSDART00000157815.1|protein_coding|elmo1	ENSDART00000164563.1|protein_coding|elmo1	DiffCDSStart	2	NoCor	0
ENSDARG00000098764.1	0	0	0	0	0	0	0	0	0	0	0	0	2.207629664	6.880302173	3.192506161	3.827381951	0	0	0	0	0	0	0	0	0	0	0	2.143396215	4.289964192	1.448266552	0.09811031416	0	ENSDART00000163740.1|protein_coding|musk	ENSDART00000164568.1|protein_coding|musk	DiffCDSStart	2	NoCor	0
ENSDARG00000104733.2	3.808916732	6.418745922	18.58226873	4.044075906	9.760047386	11.05224779	4.690223355	3.454012465	1.302160313	2.586564682	0.2348347112	2.982350358	1.440270833	5.276404179	3.003353117	11.55693023	1.578429836	0.1119995707	2.558887585	0.6166706125	3.3539098	2.616156016	1.692445489	0.1295989038	0	0.6947668139	0	0	0	0	0	0.2748720072	ENSDART00000164067.2|protein_coding|coq4	ENSDART00000164595.1|protein_coding|coq4	DiffCDSStart	2	PosCor	1
ENSDARG00000005989.7	0	0	0	0	0.2812118151	0	0	0	0.164317314	0.3248274538	0.2348347112	7.742258836	2.988885061	3.823002876	2.020232232	4.50352738	28.30223955	20.89156425	22.4298185	27.42482179	14.01360177	20.99829289	34.52072807	17.53980864	24.49968695	21.67934826	31.42517742	34.42658497	40.46130267	43.73078881	85.56424522	20.92839729	ENSDART00000138881.2|protein_coding|rgl1	ENSDART00000164780.1|protein_coding|rgl1	DiffCDSStart	2	NoCor	0
ENSDARG00000029621.9	22.0587436	7.83037715	25.50502481	13.9855469	19.28190126	19.46400685	8.029549248	9.417987095	11.55466312	10.22660525	5.144950806	36.79617429	5.512405328	18.14415192	6.86969811	14.09326199	0	0	0	0	0	0	0	0	0	0.2670942584	0	16.51524042	9.502336993	16.26862001	9.274113439	11.05104686	ENSDART00000142418.3|protein_coding|sgms1	ENSDART00000164885.1|protein_coding|sgms1	SameCDSStart	1	NoCor	0
ENSDARG00000099849.2	0.03168045919	0.2239991414	0.2289586869	0.3040477933	0.2659603689	0.1085228522	0.1275978565	0	0	0	0.4696694224	15.63676545	19.71649696	33.38272678	44.10540517	47.35621722	6.286765157	6.051234502	6.185099458	3.153723409	7.632245551	4.669390096	3.585969508	3.420210675	1.639373561	0.4386831811	0	0	0	0.2663333716	0	0	ENSDART00000170631.1|protein_coding|ebf1a	ENSDART00000164974.2|protein_coding|ebf1a	DiffCDSStart	2	NegCor	2
ENSDARG00000105141.1	9.187035426	15.81547943	6.277359136	9.141572858	5.58710394	5.069013367	12.6487194	7.432501461	3.518184902	1.895457521	0	0	0.6489014799	0.9205089723	1.16424237	0.7224736339	0	0	0	0	0	0	0	0	0	0	0	0.2878254387	0.0697039615	0.8361500855	1.720852264	1.027143514	ENSDART00000170968.1|protein_coding|FO704635.1	ENSDART00000165038.1|protein_coding|FO704635.1	DiffCDSStart	2	NoCor	0
ENSDARG00000030871.8	120.5802103	195.8193988	52.86645495	237.2807048	47.16150088	76.71949273	187.3061821	91.97440141	52.0347924	50.71762208	53.59573321	27.56196941	34.06321301	42.02847006	46.20628184	23.12203926	0	0.1119995707	0	0	0	0	0	0	0.164317314	1.749406028	2.13456322	8.182928089	2.931632312	7.534514252	2.889447911	12.77247067	ENSDART00000043843.6|protein_coding|siah1	ENSDART00000165079.1|protein_coding|siah1	DiffCDSStart	2	NegCor	2
ENSDARG00000045639.7	0	0	0	0	0	0.03617428406	0	0	0	0	0.2348347112	0	0.4428503417	12.59233348	21.64291529	135.8714907	0	0	0	0	0	0	0	0	0	0.2670942584	0	0.2878254387	2.307271966	14.73998065	23.40999806	145.6837637	ENSDART00000134787.2|protein_coding|elavl4	ENSDART00000165141.1|protein_coding|elavl4	DiffCDSStart	2	PosCor	1
ENSDARG00000076532.4	43.08676806	50.16368301	88.36083696	61.84773742	118.1052475	103.1073195	32.52161076	44.50832473	91.9526605	342.7951065	530.8497723	774.0573397	919.4929381	702.4058369	573.0149418	446.9898721	0.03168045919	0	0.6539985106	0.1013492644	0.2812118151	0.3932359696	0	0.1295989038	0	3.353438082	3.445173012	2.637142497	7.590994222	8.508828902	4.51563236	5.147593142	ENSDART00000110622.3|protein_coding|si:ch211-222l21.1	ENSDART00000165163.1|protein_coding|si:ch211-222l21.1	DiffCDSStart	2	PosCor	1
ENSDARG00000099385.1	8.961571498	3.163653781	15.36474334	1.686674386	13.81884731	13.64633994	2.779555618	8.686239018	5.577089975	14.72322428	10.29571659	66.92050507	40.87876844	30.68790674	14.18491286	20.48143571	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76158124	1.523302878	4.855335396	ENSDART00000168641.1|protein_coding|CT030188.1	ENSDART00000165294.1|protein_coding|CT030188.1	DiffCDSStart	2	NoCor	0
ENSDARG00000089976.2	52.98962382	37.73760201	73.9241965	20.45077528	57.89812161	55.76229836	13.82661851	8.845839545	13.92984483	46.37203117	19.19891816	48.09226114	25.44541456	59.97679964	16.35968986	104.7046209	4.384013733	0.7493669887	2.268890655	0.5682329309	1.892746343	1.73648358	1.040084789	0.4177265492	0.164317314	1.256131779	0	0	0	0	0	0	ENSDART00000166864.1|protein_coding|spcs3	ENSDART00000165405.1|protein_coding|spcs3	DiffCDSStart	2	NoCor	0
ENSDARG00000062178.6	12.35928162	6.448423294	17.68784747	10.54251813	16.97462069	12.63575063	12.20035402	13.18785864	16.86058413	24.41626688	6.689393014	35.5096709	13.18395576	22.39046752	13.81032873	20.24867014	0.05976160958	0	0.2289586869	0	0	0	0	0	0	0	0	7.138053104	2.027221483	4.532728479	1.625658441	4.779441932	ENSDART00000089549.6|protein_coding|fam65a	ENSDART00000165464.1|protein_coding|fam65a	DiffCDSStart	2	PosCor	1
ENSDARG00000070822.4	154.3626419	204.2821947	414.4087643	200.5736985	501.8367918	353.7232405	293.3109576	175.2424676	174.2413448	170.2378326	48.1478073	29.25486426	25.59724287	39.29972089	42.04212599	50.55128091	4.653084855	4.486213889	4.347366513	2.393836866	3.421922071	4.458436282	4.500826011	5.134602563	4.037767263	2.277217203	1.575839798	0	0	0	0	0	ENSDART00000104299.4|protein_coding|cnp	ENSDART00000165644.1|protein_coding|cnp	SameCDSStart	1	PosCor	1
ENSDARG00000099009.2	0	0	0	0	0	0.03617428406	0.3827935694	0.2591978076	5.93443687	2.738369859	0.2348347112	0	0	0	0	0	0.1812507676	0.3746834944	0.6706784042	0	0	0.1996567225	0.4034320295	0.2591978076	2.166489351	2.819247692	6.000800109	3.830871839	3.862021219	2.322591334	3.51843946	2.469069362	ENSDART00000175686.1|protein_coding|si:dkey-50i6.6	ENSDART00000165754.1|protein_coding|si:dkey-50i6.6	SameCDSStart	1	NoCor	0
ENSDARG00000045936.10	0	0	0	0	0	0	0	0	0	0	0	5.246862305	2.826543942	1.949865464	3.186629066	3.641275806	0	0	0.4359990071	0	0	0.2907905929	0.1275978565	0	0	0.03579980897	0.2015531214	28.65427456	14.90073398	21.2766509	16.83771627	10.99689131	ENSDART00000145946.3|protein_coding|pax6b	ENSDART00000165757.1|protein_coding|pax6b	SameCDSStart	1	PosCor	1
ENSDARG00000103379.1	0	0	0	0	0	0	0	0	0.164317314	0	0	2.901326099	3.516888016	6.761392823	1.926099135	12.18879164	0.04490434944	0	0	0	0	0	0	0	0	0	0	8.548681255	4.28793594	9.131211175	10.90612982	15.8358718	ENSDART00000164384.1|protein_coding|pax6a	ENSDART00000165774.1|protein_coding|pax6a	DiffCDSStart	2	PosCor	1
ENSDARG00000004034.8	12.07604457	7.421651484	37.60029324	8.526215526	34.08593468	24.47633517	5.555666581	5.2219316	6.41758929	14.30612095	5.01387836	30.76756443	19.97316255	69.15659697	19.34417848	33.76917995	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05698189161	0.6252626742	1.398985022	ENSDART00000019004.8|protein_coding|arhgdig	ENSDART00000165831.1|protein_coding|arhgdig	DiffCDSStart	2	NoCor	0
ENSDARG00000014746.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08919568069	1.527699623	11.12102527	0	0	0	0.2205825841	0	0	0	0	0	0	0	0	1.652937057	5.646938112	12.82215354	6.833745694	ENSDART00000151546.2|protein_coding|rbfox1	ENSDART00000165936.1|protein_coding|rbfox1	DiffCDSStart	2	NoCor	0
ENSDARG00000041022.7	77.04597744	96.74180063	55.62428376	123.8434864	56.25181893	71.87096636	76.85204112	83.04575851	64.37108509	36.8000969	6.524977661	4.829508326	6.099725405	15.18547164	22.0133365	27.84991999	3.278801817	2.987431971	1.564594785	3.161260824	4.351954738	2.753864456	2.935793878	5.499269178	2.331190892	1.25384093	0.2348347112	0	0	0.02476810252	0	0.5497440144	ENSDART00000009223.9|protein_coding|pdcd4b	ENSDART00000166002.1|protein_coding|pdcd4b	SameCDSStart	1	PosCor	1
ENSDARG00000008720.8	0	0	0	0	0	0	0.1275978565	0	0	0	0	1.929062563	2.183502847	2.859117905	3.012572358	14.69773447	0	0	0	0	0	0	0	0	0	0.3727082332	1.069558153	12.92421338	5.399397669	11.84184339	9.416340344	18.8836558	ENSDART00000003583.7|protein_coding|lmo3	ENSDART00000166147.1|protein_coding|lmo3	DiffCDSStart	2	PosCor	1
ENSDARG00000099812.1	2.890367358	0.5918836365	0.664957694	2.738276739	0	0.8600301311	1.473093127	4.205263311	2.696314158	1.570166711	2.172300416	0	0	0	0	0	0	0	0	0.1013492644	0	0	0	0	0	0	0	0	1.998464714	6.516728569	20.04821463	16.12486803	ENSDART00000166374.1|protein_coding|si:dkey-31f5.11	ENSDART00000166160.1|protein_coding|si:dkey-31f5.11	SameCDSStart	1	NoCor	0
ENSDARG00000034105.6	0	0	0	0	0	0	0	0	0.1591042144	1.248884861	0	0.5389049838	0.6290750027	1.819200324	0.3053755211	0.6203312461	0	0	0	0	0	0.03617428406	0	0	0.164317314	0.2670942584	0	0.2878254387	0	2.049171088	4.770634087	6.022815345	ENSDART00000048855.5|protein_coding|mtus1b	ENSDART00000166317.1|protein_coding|mtus1b	DiffCDSStart	2	NoCor	0
ENSDARG00000033099.8	19.69708143	12.15741498	13.40048141	20.88606012	12.07872186	12.45886111	14.03274366	18.41498762	27.395845	25.00362826	23.57986814	33.78231169	10.58794466	19.55010863	14.20982101	8.558064066	4.947260715	6.986424429	72.22342633	2.798103933	39.46406198	23.29226837	1.849619654	2.402206896	2.918351149	15.47590811	0.2348347112	0	0.1630912178	0	0	0	ENSDART00000041577.7|protein_coding|kif7	ENSDART00000166519.1|protein_coding|kif7	DiffCDSStart	2	NoCor	0
ENSDARG00000020759.10	10.79118675	8.481633817	5.204281766	8.785347251	3.812235816	10.15271452	16.33149049	7.675394939	20.3035777	7.906568488	2.925391618	2.706823372	3.564519064	5.855785019	3.474134146	5.617858569	0	0	0	0.1013492644	0	0	0	0.1295989038	8.045185126	20.83695166	23.37650299	27.16544889	13.56541612	21.2352557	13.23414409	29.44248758	ENSDART00000173236.1|protein_coding|ef1	ENSDART00000166621.2|protein_coding|ef1	SameCDSStart	1	NoCor	0
ENSDARG00000020235.13	23.79125248	14.80015467	58.46826867	19.89127936	62.37531471	40.29116297	16.80487363	14.35147171	15.36128237	20.31932336	2.402679521	2.265857616	0	0.8925140009	0	0.2748720072	0.03168045919	0	0	0	0	0.03617428406	0	0	0	0	0.2015531214	4.655604017	3.399742203	6.916949538	2.275802576	6.221820446	ENSDART00000023039.10|protein_coding|sept9a	ENSDART00000166623.1|protein_coding|sept9a	DiffCDSStart	2	NegCor	2
ENSDARG00000102367.2	4.853297506	2.726635058	6.618555429	2.958783036	4.859188287	4.605441392	2.278797557	1.029369568	5.583914703	5.850413053	5.2893281	11.60279342	6.677718971	9.798716449	8.396348822	13.49850413	6.19417299	2.329558677	5.519898818	4.900353239	5.577796032	3.356257546	5.75365343	2.181180361	6.969668271	8.399348014	7.124576223	25.77752808	3.583724204	12.61808225	4.078190542	11.69535459	ENSDART00000174570.1|protein_coding|ndfip1l	ENSDART00000166750.1|protein_coding|ndfip1l	SameCDSStart	1	PosCor	1
ENSDARG00000100940.2	0	0	0	0	0	0.03617428406	0.433008338	0.2881276454	0.1591042144	0.0910701715	0.4363878326	0.2878254387	22.96045674	5.652604383	15.98985476	7.051519119	0	0	0	0	0	0	0	0.4597876752	0	0	0	0.2878254387	1.79328652	2.346020573	3.740389763	2.082919584	ENSDART00000168569.2|protein_coding|nr5a2	ENSDART00000166794.1|protein_coding|nr5a2	SameCDSStart	1	PosCor	1
ENSDARG00000002791.10	0.05976160958	0	0	0.1013492644	0	0.2889332928	0	0	0	0	0.9426694782	1.674190991	36.32675964	68.13185258	64.60284798	22.97847079	91.72932877	68.90709373	79.54735229	114.8133035	57.38039573	70.71227607	72.64143244	95.84160264	126.1295828	124.0761908	132.7722219	102.5347538	141.6345855	129.5469133	155.2553435	122.7091396	ENSDART00000161781.1|protein_coding|atp1a1a.2	ENSDART00000166968.1|protein_coding|atp1a1a.2	DiffCDSStart	2	PosCor	1
ENSDARG00000011533.10	0.3625283038	0.1119995707	0.4359990071	0.6080955867	0	0.3621232361	0	1.317497213	27.39303603	41.01598029	106.2806653	55.75964822	72.62238868	65.96364097	96.24219858	29.32532714	0.1812507676	0.2239991414	0.2179995035	0.2026985289	0.2659603689	0	0.1275978565	1.16564187	36.31887329	39.91546304	71.30225334	5.833901239	21.50545119	13.43329697	20.34810922	6.191351633	ENSDART00000049171.6|protein_coding|sema6dl	ENSDART00000167134.1|protein_coding|sema6dl	SameCDSStart	1	PosCor	1
ENSDARG00000062379.4	5.126518281	5.296487607	3.867662748	8.151976085	5.125148656	4.388063892	3.702917733	2.136833507	4.755916628	7.08369217	4.581826921	1.872485745	1.304574415	7.384863308	5.427079178	13.2989162	8.134239215	8.034245513	7.665632703	12.65085483	4.879351069	7.664807938	4.735274736	5.51374134	7.748053317	11.75101507	7.682880225	18.5340753	10.08339394	22.53078834	12.68269747	15.44940474	ENSDART00000090196.4|protein_coding|slc35a4	ENSDART00000167138.1|protein_coding|slc35a4	SameCDSStart	1	NoCor	0
ENSDARG00000098433.1	40.66726554	45.84802292	34.00684273	34.55477472	37.75602632	38.36941124	44.81054423	49.26396562	57.49311449	103.03612	93.181285	48.72547377	77.60850662	42.87487596	22.52259444	16.07508211	14.21376065	16.13406229	6.000418733	7.047110003	6.861733701	9.300930681	15.39276	8.880535403	15.81983443	15.52890468	13.09839595	2.80963869	4.262474127	4.046014867	1.929717684	0.8722221304	ENSDART00000169780.1|protein_coding|utp6	ENSDART00000167167.1|protein_coding|utp6	SameCDSStart	1	NoCor	0
ENSDARG00000055991.8	1.4412333	1.236050054	1.111915884	1.19810897	1.61877696	1.753799372	1.738134306	1.777284889	1.690144757	2.7901495	0.8688369528	0.2878254387	0.0697039615	0.1934163406	0.09811031416	0	0.2776069597	0.3359987121	0	0	0	0.3612878496	0	0.1295989038	0.6724804945	0.2557287202	0.2348347112	0	5.235674742	58.67452609	40.53812087	5.491110763	ENSDART00000152543.2|protein_coding|hmbsb	ENSDART00000167246.1|protein_coding|hmbsb	DiffCDSStart	2	NegCor	2
ENSDARG00000103038.1	62.33546003	55.10937542	34.65792853	78.093499	31.19400288	35.41937514	50.8356092	41.77442636	22.59616818	10.78628019	0.9068891765	0.5756508773	0.4184593894	1.306859805	0.7096833736	2.555769757	1.126627719	1.407372516	0.9009517794	1.664090551	0.2659603689	1.283237091	2.657144079	1.424138194	5.359263951	11.38582682	9.885908309	8.968084942	29.67943921	21.27376049	25.99889616	21.66509852	ENSDART00000160715.1|protein_coding|pik3r3a	ENSDART00000167649.1|protein_coding|pik3r3a	SameCDSStart	1	NegCor	2
ENSDARG00000004875.10	0.07658480862	0.1119995707	0	0	0	0.03617428406	0	0	0	0	0.7045041335	7.436282119	6.04857694	13.59826916	3.858802079	10.68188465	16.12132037	8.416248833	7.828954911	8.269753793	9.601908312	8.013897197	9.472508686	5.382857968	10.01091071	10.04378945	2.015331474	4.130115394	3.6850588	10.57353065	7.716283067	8.050182882	ENSDART00000037819.8|protein_coding|tmc6b	ENSDART00000167828.2|protein_coding|tmc6b	SameCDSStart	1	NoCor	0
ENSDARG00000103589.1	0	0	0	0	0	0	0	0	10.94246513	56.71095951	56.81021364	68.42244296	10.17081402	23.4893744	6.473039568	16.55373271	0	0	0	0	0	0.03617428406	0	0	0.6364168574	5.37639765	2.51668282	11.44561131	0.9551229715	3.096402639	0.8373236927	3.88066758	ENSDART00000157903.1|protein_coding|gata6	ENSDART00000167906.1|protein_coding|gata6	DiffCDSStart	2	PosCor	1
ENSDARG00000078572.3	0	0	0	0	0	0	0	0	0	0	0.2348347112	0.5756508773	0.9314396767	5.508445163	2.86381951	4.155182014	0	0	0.4579173738	0	0	0	0	0	4.005808285	19.71781691	9.297185364	45.95118326	9.069716337	19.30174971	9.086087003	51.99886458	ENSDART00000108796.3|protein_coding|stox2b	ENSDART00000167994.1|protein_coding|stox2b	DiffCDSStart	2	PosCor	1
ENSDARG00000039880.5	91.16821322	129.4199022	133.7199152	90.07208876	62.5778639	75.34588968	131.0350641	57.25671302	105.6760672	69.82641108	30.90575435	10.79556541	17.32880541	18.28864313	9.634333198	13.41729042	71.1006387	17.04485061	124.0092078	0	144.4390625	123.9231453	11.53898219	5.751964333	8.830300345	55.20732322	2.173967206	15.07559609	2.675049094	12.48778335	0.9942836775	36.70589034	ENSDART00000165107.1|protein_coding|arpp19b	ENSDART00000168013.2|protein_coding|arpp19b	DiffCDSStart	2	NoCor	0
ENSDARG00000006672.11	33.5382482	17.83312896	44.59587263	10.82029938	41.64127197	29.88002385	9.417078028	10.86974938	12.54491147	17.17720175	6.020987917	18.9740742	26.2266	23.48657522	19.32979424	15.80672778	0	0	0	0	0	0	0	0	0	0	0	0.2878254387	4.451081562	11.67308666	7.05775789	11.11448167	ENSDART00000002773.7|protein_coding|fam49a	ENSDART00000168216.1|protein_coding|fam49a	DiffCDSStart	2	NoCor	0
ENSDARG00000102550.1	77.40701746	60.57297293	55.18680825	120.9124602	57.86144997	67.67813994	114.930227	81.7763019	106.5948913	80.53424804	69.91631602	44.15103701	18.77065724	26.46285593	18.53762315	17.77717425	0.1851572621	0.4866830651	0	0	0.5471721841	0.3711794311	0.9360541009	0.1295989038	1.687479623	1.845495637	0.2015531214	0	0	0.2271131295	0.7999298892	5.111472201	ENSDART00000163239.1|protein_coding|CABZ01080370.1	ENSDART00000168340.1|protein_coding|CABZ01080370.1	DiffCDSStart	2	NoCor	0
ENSDARG00000056267.5	0.3433842624	0	0.2179995035	0.423281113	0.2659603689	0.2412592643	0.3827935694	0.547325453	0.3286346281	1.007417856	0.6712225438	8.991201858	7.258193169	10.10055096	8.071786392	13.95812236	0	0	0	0.2205825841	0	0	0	0	0	0.07159961794	1.425183822	6.346401816	0.7214297709	3.446047824	5.144866282	6.968588463	ENSDART00000167523.1|protein_coding|dixdc1b	ENSDART00000168505.1|protein_coding|dixdc1b	DiffCDSStart	2	PosCor	1
ENSDARG00000011583.9	2.073813036	1.341192958	2.318652112	0.8579962148	0.7903929612	1.055418654	1.59702866	1.841856979	1.036249275	0.7913423334	0	0	0	0	0	0	38.45588998	36.45670292	70.49206664	36.18573165	54.83884194	55.27569395	61.21841068	54.42593067	23.14835175	12.05645175	1.377705549	1.89231667	2.138747319	8.813327407	5.928900664	17.17094696	ENSDART00000128609.2|protein_coding|cry1ab	ENSDART00000168639.1|protein_coding|cry1ab	SameCDSStart	1	PosCor	1
ENSDARG00000040009.10	0.04490434944	0	0	0	0	0.1293309673	0	0	0	0	0.2348347112	4.907876203	3.149712882	14.35544767	18.56419833	28.72646873	0	0	0	0.1013492644	0	0	0	0	0	0	0.470501344	0.2878254387	1.653285227	20.50932749	3.815961644	7.627413999	ENSDART00000177922.1|protein_coding|palld	ENSDART00000168690.1|protein_coding|palld	DiffCDSStart	2	PosCor	1
ENSDARG00000099839.1	4.449837176	7.732945091	7.071104859	8.540195741	6.619138188	5.811755613	5.110246051	5.165729051	7.523994675	9.96764765	12.69853073	2.516937161	3.172720015	3.114420125	3.194994848	2.292837411	1.588904748	2.345706475	3.180183076	2.604386801	1.345053291	2.127816895	3.302080213	0.8775142244	1.302212523	2.941925542	0.6712225438	1.114555861	1.047871166	0.7881318747	0.4989511133	0.5497440144	ENSDART00000171018.1|protein_coding|si:ch211-9d9.1	ENSDART00000168875.1|protein_coding|si:ch211-9d9.1	DiffCDSStart	2	NoCor	0
ENSDARG00000103117.1	41.13570701	92.89837843	59.03448069	66.02421827	42.1755804	38.84708466	109.0347414	48.45472908	41.4085578	38.14410424	13.85344768	15.44086456	5.384804871	16.88688126	4.440887484	20.53767718	0	0	0	0	0	0	0	0	0	1.006387094	1.380599642	0.2878254387	0	0.1836197269	0	0	ENSDART00000168011.1|protein_coding|tmprss4a	ENSDART00000168997.1|protein_coding|tmprss4a	SameCDSStart	1	NoCor	0
ENSDARG00000103735.1	17.34516211	11.91527207	27.9802565	20.33407302	22.48591952	22.12502263	16.94470871	15.50602836	17.36959214	17.83435923	4.060802352	1.744052442	1.072310563	2.391045431	3.047482587	5.523363331	0.06268302552	0	0	0	0	0	0	0	0	0.3727082332	0.2348347112	1.941286284	2.466178699	13.71239077	7.721933033	16.43538325	ENSDART00000158239.1|protein_coding|elovl1b	ENSDART00000169052.1|protein_coding|elovl1b	SameCDSStart	1	NegCor	2
ENSDARG00000079271.3	3.596718018	4.506564065	1.117636595	1.824088612	1.595762213	2.536591794	3.870976706	2.662220775	5.947431001	5.244225647	4.53403132	4.571701913	0.7211941505	1.311003552	0.2916859064	1.163551509	2.726431816	2.906442724	2.063143807	1.00471947	2.900346712	4.07753419	0.6586277425	1.676615823	5.416887764	7.661032689	2.341501348	27.3055464	8.743353286	23.69306556	4.757968317	12.85248921	ENSDART00000023796.8|protein_coding|dcxr	ENSDART00000169161.1|protein_coding|dcxr	SameCDSStart	1	NoCor	0
ENSDARG00000099385.1	8.961571498	3.163653781	15.36474334	1.686674386	13.81884731	13.64633994	2.779555618	8.686239018	5.577089975	14.72322428	10.29571659	66.92050507	40.87876844	30.68790674	14.18491286	20.48143571	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76158124	1.523302878	4.855335396	ENSDART00000168641.1|protein_coding|CT030188.1	ENSDART00000169195.1|protein_coding|CT030188.1	DiffCDSStart	2	NoCor	0
ENSDARG00000045910.8	2.638942145	2.17534573	2.94717923	2.250369039	2.979081697	2.508100551	2.514514439	1.266310936	2.172805136	3.024768388	1.036276563	1.653460845	0.6983961373	3.54570526	3.524484692	21.18657959	19.88894594	23.7028407	18.99609911	27.4557172	16.63238246	17.33773788	27.06016241	13.81099719	28.29643583	17.40818987	7.568839902	19.53218085	15.37385177	23.46333192	15.61237517	13.19824076	ENSDART00000163436.1|protein_coding|tmem181	ENSDART00000169261.1|protein_coding|tmem181	DiffCDSStart	2	NoCor	0
ENSDARG00000101593.1	0.104665959	0.1119995707	0	0.2205825841	0	0.4970570107	14.51412886	43.38076264	117.3839564	55.65978061	17.5639074	5.768547213	5.276033617	3.723858794	1.879355519	2.079833914	0.04490434944	0.1119995707	0	0	0.2659603689	0.1273081544	0.255195713	0.2881276454	2.995343196	2.992517055	6.429802514	2.249841868	5.470324685	3.013327787	4.02461884	4.167028248	ENSDART00000172276.1|protein_coding|zgc:163077	ENSDART00000169262.1|protein_coding|zgc:163077	SameCDSStart	1	NoCor	0
ENSDARG00000104022.1	0.03168045919	0	0.4469581904	0.1013492644	0	0.08081556356	0	0	0	0	0.4696694224	17.99313703	21.39851809	22.07718549	16.51735755	11.69241132	0	0	0	0	0	0	0	0	0	0	0.2348347112	0	2.076179656	3.826587412	9.061419686	1.355485544	ENSDART00000164361.1|protein_coding|gcgra	ENSDART00000169364.1|protein_coding|gcgra	SameCDSStart	1	PosCor	1
ENSDARG00000099221.1	0	0	0	0.1013492644	0	0	0	0	0	0	0	0	0.3261824356	0.9461279562	2.041010872	4.423417406	0	0	0	0.1013492644	0	0.1446971363	0.984676684	0.1295989038	0.3234215284	0	0.2348347112	1.929062563	1.025776353	5.947755447	4.1164364	27.80664515	ENSDART00000164694.1|protein_coding|ppp2r2bb	ENSDART00000169511.1|protein_coding|ppp2r2bb	DiffCDSStart	2	PosCor	1
ENSDARG00000098349.2	4.328249994	2.136660948	5.318913588	3.645584991	5.504324745	4.561199671	1.848285371	2.835848277	1.994029854	4.412620294	4.880994913	26.1460158	37.320491	38.79997552	57.74910053	54.08801106	0	0	0	0	0	0.03617428406	0	0	0	0	0.6720544654	5.155346046	4.373963879	10.09059906	9.21227698	10.55590761	ENSDART00000165238.2|protein_coding|hdac4	ENSDART00000169682.1|protein_coding|hdac4	DiffCDSStart	2	PosCor	1
ENSDARG00000099902.2	0	0	0	0	0	0	0	0	0	0	0	0.5389049838	1.118438964	4.659008105	1.26499772	4.317710753	0	0	0	0	0	0	0	0	0	0	0	1.077809968	0.6998718407	1.206665617	0.1935755922	1.321874039	ENSDART00000170209.1|protein_coding|il17rc	ENSDART00000169804.1|protein_coding|il17rc	SameCDSStart	1	PosCor	1
ENSDARG00000104311.1	0.7992692301	0.8968720245	1.582589367	1.110747364	0.873898066	0.851432652	0.255195713	0.3887967114	2.54514738	5.000725507	5.042589005	6.640800737	3.030252717	8.464248323	6.906826498	7.50693047	0.4797967306	0.6146255272	0.2289586869	0.7180198769	0.5471721841	0.4843698399	0.275834173	1.151810792	0.8196867807	2.900976517	3.070716684	8.578122032	5.45547199	11.42100725	11.93979599	10.91945151	ENSDART00000162172.1|protein_coding|scmh1	ENSDART00000169868.1|protein_coding|scmh1	SameCDSStart	1	PosCor	1
ENSDARG00000102959.1	1.959099974	2.935624435	2.676992907	0.9993484869	3.03984721	2.409037809	1.09163608	3.919745775	4.29017596	8.889242669	8.146414691	8.252049068	3.969188971	5.873759309	2.635231574	3.498500158	13.58534282	12.5738254	10.49275206	5.59718492	10.26808583	10.12776075	14.92993855	8.270164873	5.512585676	4.684834965	1.342445088	1.353411686	1.231012538	0.7308312506	0.6915531925	0.4726330314	ENSDART00000163405.1|protein_coding|zgc:171220	ENSDART00000169897.1|protein_coding|zgc:171220	SameCDSStart	1	NegCor	2
ENSDARG00000103683.1	17.48445425	40.56552232	14.02083329	16.50760678	11.67085227	13.60799663	33.89291839	20.42191355	26.87037595	12.51619895	3.168860912	5.799411411	29.41663059	22.02023869	44.42016959	17.20392938	0.04490434944	0.1119995707	0	0	0	0	0	0.1295989038	0.164317314	4.235573292	27.74341546	10.40199823	37.14909942	3.864158881	3.308095976	2.033867007	ENSDART00000166241.1|protein_coding|inpp5b	ENSDART00000170038.1|protein_coding|inpp5b	DiffCDSStart	2	NoCor	0
